@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
5989,5314,491,32,5773,0.005512,0.915418,0.994014,0.915418,0.005986,0.953098,0.460465,1.988028,1
5990,5313,492,32,5773,0.005512,0.915245,0.994013,0.915245,0.005987,0.953004,0.460379,1.988026,1
5991,5312,493,32,5773,0.005512,0.915073,0.994012,0.915073,0.005988,0.952911,0.460293,1.988024,1
5992,5311,494,32,5773,0.005512,0.914901,0.994011,0.914901,0.005989,0.952817,0.460207,1.988022,1
5993,5310,495,32,5773,0.005512,0.914729,0.99401,0.914729,0.00599,0.952723,0.460121,1.988019,1
5994,5309,496,32,5773,0.005512,0.914556,0.994009,0.914556,0.005991,0.952629,0.460034,1.988017,1
5995,5308,497,32,5773,0.005512,0.914384,0.994007,0.914384,0.005993,0.952535,0.459948,1.988015,1
5996,5307,498,32,5773,0.005512,0.914212,0.994006,0.914212,0.005994,0.952441,0.459862,1.988013,1
5997,5306,499,32,5773,0.005512,0.91404,0.994005,0.91404,0.005995,0.952347,0.459776,1.98801,1
5998,5305,500,32,5773,0.005512,0.913867,0.994004,0.913867,0.005996,0.952253,0.45969,1.988008,1
5999,5304,501,32,5773,0.005512,0.913695,0.994003,0.913695,0.005997,0.952159,0.459604,1.988006,1
6000,5303,502,32,5773,0.005512,0.913523,0.994002,0.913523,0.005998,0.952065,0.459518,1.988004,1
6001,5302,503,32,5773,0.005512,0.913351,0.994001,0.913351,0.005999,0.951971,0.459432,1.988001,1
6002,5301,504,32,5773,0.005512,0.913178,0.994,0.913178,0.006,0.951876,0.459345,1.987999,1
6003,5300,505,32,5773,0.005512,0.913006,0.993998,0.913006,0.006002,0.951782,0.459259,1.987997,1
6004,5299,506,32,5773,0.005512,0.912834,0.993997,0.912834,0.006003,0.951688,0.459173,1.987995,1
6005,5298,507,32,5773,0.005512,0.912661,0.993996,0.912661,0.006004,0.951594,0.459087,1.987992,1
6006,5297,508,32,5773,0.005512,0.912489,0.993995,0.912489,0.006005,0.9515,0.459001,1.98799,1
6007,5296,509,32,5773,0.005512,0.912317,0.993994,0.912317,0.006006,0.951406,0.458915,1.987988,1
6008,5295,510,32,5773,0.005512,0.912145,0.993993,0.912145,0.006007,0.951312,0.458829,1.987986,1
6009,5294,511,32,5773,0.005512,0.911972,0.993992,0.911972,0.006008,0.951217,0.458742,1.987983,1
6010,5293,512,32,5773,0.005512,0.9118,0.993991,0.9118,0.006009,0.951123,0.458656,1.987981,1
6011,5292,513,32,5773,0.005512,0.911628,0.993989,0.911628,0.006011,0.951029,0.45857,1.987979,1
6012,5291,514,32,5773,0.005512,0.911456,0.993988,0.911456,0.006012,0.950935,0.458484,1.987977,1
6013,5290,515,32,5773,0.005512,0.911283,0.993987,0.911283,0.006013,0.95084,0.458398,1.987974,1
6014,5289,516,32,5773,0.005512,0.911111,0.993986,0.911111,0.006014,0.950746,0.458312,1.987972,1
6015,5288,517,32,5773,0.005512,0.910939,0.993985,0.910939,0.006015,0.950652,0.458226,1.98797,1
6016,5287,518,32,5773,0.005512,0.910767,0.993984,0.910767,0.006016,0.950557,0.45814,1.987968,1
6017,5286,519,32,5773,0.005512,0.910594,0.993983,0.910594,0.006017,0.950463,0.458053,1.987965,1
6018,5285,520,32,5773,0.005512,0.910422,0.993982,0.910422,0.006018,0.950369,0.457967,1.987963,1
6019,5284,521,32,5773,0.005512,0.91025,0.99398,0.91025,0.00602,0.950274,0.457881,1.987961,1
6020,5283,522,32,5773,0.005512,0.910078,0.993979,0.910078,0.006021,0.95018,0.457795,1.987959,1
6021,5282,523,32,5773,0.005512,0.909905,0.993978,0.909905,0.006022,0.950085,0.457709,1.987956,1
6022,5281,524,32,5773,0.005512,0.909733,0.993977,0.909733,0.006023,0.949991,0.457623,1.987954,1
6023,5280,525,32,5773,0.005512,0.909561,0.993976,0.909561,0.006024,0.949897,0.457537,1.987952,1
6024,5279,526,32,5773,0.005512,0.909388,0.993975,0.909388,0.006025,0.949802,0.45745,1.98795,1
6025,5278,527,32,5773,0.005512,0.909216,0.993974,0.909216,0.006026,0.949708,0.457364,1.987947,1
6026,5277,528,32,5773,0.005512,0.909044,0.993972,0.909044,0.006028,0.949613,0.457278,1.987945,1
6027,5276,529,32,5773,0.005512,0.908872,0.993971,0.908872,0.006029,0.949519,0.457192,1.987943,1
6028,5275,530,32,5773,0.005512,0.908699,0.99397,0.908699,0.00603,0.949424,0.457106,1.98794,1
6029,5274,531,32,5773,0.005512,0.908527,0.993969,0.908527,0.006031,0.949329,0.45702,1.987938,1
6030,5273,532,32,5773,0.005512,0.908355,0.993968,0.908355,0.006032,0.949235,0.456934,1.987936,1
6031,5272,533,32,5773,0.005512,0.908183,0.993967,0.908183,0.006033,0.94914,0.456848,1.987934,1
6032,5271,534,32,5773,0.005512,0.90801,0.993966,0.90801,0.006034,0.949046,0.456761,1.987931,1
6033,5270,535,32,5773,0.005512,0.907838,0.993965,0.907838,0.006035,0.948951,0.456675,1.987929,1
6034,5269,536,32,5773,0.005512,0.907666,0.993963,0.907666,0.006037,0.948856,0.456589,1.987927,1
6035,5268,537,32,5773,0.005512,0.907494,0.993962,0.907494,0.006038,0.948762,0.456503,1.987925,1
6036,5267,538,32,5773,0.005512,0.907321,0.993961,0.907321,0.006039,0.948667,0.456417,1.987922,1
6037,5266,539,32,5773,0.005512,0.907149,0.99396,0.907149,0.00604,0.948572,0.456331,1.98792,1
6038,5265,540,32,5773,0.005512,0.906977,0.993959,0.906977,0.006041,0.948478,0.456245,1.987918,1
6039,5264,541,32,5773,0.005512,0.906804,0.993958,0.906804,0.006042,0.948383,0.456158,1.987915,1
6040,5263,542,32,5773,0.005512,0.906632,0.993957,0.906632,0.006043,0.948288,0.456072,1.987913,1
6041,5262,543,32,5773,0.005512,0.90646,0.993955,0.90646,0.006045,0.948194,0.455986,1.987911,1
6042,5261,544,32,5773,0.005512,0.906288,0.993954,0.906288,0.006046,0.948099,0.4559,1.987909,1
6043,5260,545,32,5773,0.005512,0.906115,0.993953,0.906115,0.006047,0.948004,0.455814,1.987906,1
6044,5259,546,32,5773,0.005512,0.905943,0.993952,0.905943,0.006048,0.947909,0.455728,1.987904,1
6045,5258,547,32,5773,0.005512,0.905771,0.993951,0.905771,0.006049,0.947814,0.455642,1.987902,1
6046,5257,548,32,5773,0.005512,0.905599,0.99395,0.905599,0.00605,0.947719,0.455556,1.987899,1
6047,5256,549,32,5773,0.005512,0.905426,0.993949,0.905426,0.006051,0.947625,0.455469,1.987897,1
6048,5255,550,32,5773,0.005512,0.905254,0.993947,0.905254,0.006053,0.94753,0.455383,1.987895,1
6049,5254,551,32,5773,0.005512,0.905082,0.993946,0.905082,0.006054,0.947435,0.455297,1.987893,1
6050,5253,552,32,5773,0.005512,0.90491,0.993945,0.90491,0.006055,0.94734,0.455211,1.98789,1
6051,5252,553,32,5773,0.005512,0.904737,0.993944,0.904737,0.006056,0.947245,0.455125,1.987888,1
6052,5251,554,32,5773,0.005512,0.904565,0.993943,0.904565,0.006057,0.94715,0.455039,1.987886,1
6053,5250,555,32,5773,0.005512,0.904393,0.993942,0.904393,0.006058,0.947055,0.454953,1.987883,1
6054,5249,556,32,5773,0.005512,0.90422,0.993941,0.90422,0.006059,0.94696,0.454866,1.987881,1
6055,5248,557,32,5773,0.005512,0.904048,0.993939,0.904048,0.006061,0.946865,0.45478,1.987879,1
6056,5247,558,32,5773,0.005512,0.903876,0.993938,0.903876,0.006062,0.94677,0.454694,1.987876,1
6057,5246,559,32,5773,0.005512,0.903704,0.993937,0.903704,0.006063,0.946675,0.454608,1.987874,1
6058,5246,559,31,5774,0.00534,0.903704,0.994125,0.903704,0.005875,0.946761,0.454522,1.988251,1
6059,5245,560,31,5774,0.00534,0.903531,0.994124,0.903531,0.005876,0.946665,0.454436,1.988249,1
6060,5244,561,31,5774,0.00534,0.903359,0.994123,0.903359,0.005877,0.94657,0.45435,1.988246,1
6061,5243,562,31,5774,0.00534,0.903187,0.994122,0.903187,0.005878,0.946475,0.454264,1.988244,1
6062,5242,563,31,5774,0.00534,0.903015,0.994121,0.903015,0.005879,0.94638,0.454177,1.988242,1
6063,5242,563,30,5775,0.005168,0.903015,0.99431,0.903015,0.00569,0.946466,0.454091,1.988619,1
6064,5242,563,29,5776,0.004996,0.903015,0.994498,0.903015,0.005502,0.946551,0.454005,1.988996,1
6065,5241,564,29,5776,0.004996,0.902842,0.994497,0.902842,0.005503,0.946456,0.453919,1.988994,1
6066,5240,565,29,5776,0.004996,0.90267,0.994496,0.90267,0.005504,0.946361,0.453833,1.988992,1
6067,5239,566,29,5776,0.004996,0.902498,0.994495,0.902498,0.005505,0.946266,0.453747,1.98899,1
6068,5238,567,29,5776,0.004996,0.902326,0.994494,0.902326,0.005506,0.946171,0.453661,1.988988,1
6069,5237,568,29,5776,0.004996,0.902153,0.994493,0.902153,0.005507,0.946075,0.453575,1.988986,1
6070,5236,569,29,5776,0.004996,0.901981,0.994492,0.901981,0.005508,0.94598,0.453488,1.988984,1
6071,5235,570,29,5776,0.004996,0.901809,0.994491,0.901809,0.005509,0.945885,0.453402,1.988982,1
6072,5234,571,29,5776,0.004996,0.901637,0.99449,0.901637,0.00551,0.94579,0.453316,1.98898,1
6073,5233,572,29,5776,0.004996,0.901464,0.994489,0.901464,0.005511,0.945694,0.45323,1.988978,1
6074,5232,573,29,5776,0.004996,0.901292,0.994488,0.901292,0.005512,0.945599,0.453144,1.988975,1
6075,5231,574,29,5776,0.004996,0.90112,0.994487,0.90112,0.005513,0.945504,0.453058,1.988973,1
6076,5230,575,29,5776,0.004996,0.900947,0.994486,0.900947,0.005514,0.945409,0.452972,1.988971,1
6077,5229,576,29,5776,0.004996,0.900775,0.994485,0.900775,0.005515,0.945313,0.452885,1.988969,1
6078,5228,577,29,5776,0.004996,0.900603,0.994484,0.900603,0.005516,0.945218,0.452799,1.988967,1
6079,5227,578,29,5776,0.004996,0.900431,0.994482,0.900431,0.005518,0.945123,0.452713,1.988965,1
6080,5226,579,29,5776,0.004996,0.900258,0.994481,0.900258,0.005519,0.945027,0.452627,1.988963,1
6081,5225,580,29,5776,0.004996,0.900086,0.99448,0.900086,0.00552,0.944932,0.452541,1.988961,1
6082,5224,581,29,5776,0.004996,0.899914,0.994479,0.899914,0.005521,0.944836,0.452455,1.988959,1
6083,5223,582,29,5776,0.004996,0.899742,0.994478,0.899742,0.005522,0.944741,0.452369,1.988957,1
6084,5222,583,29,5776,0.004996,0.899569,0.994477,0.899569,0.005523,0.944645,0.452283,1.988954,1
6085,5221,584,29,5776,0.004996,0.899397,0.994476,0.899397,0.005524,0.94455,0.452196,1.988952,1
6086,5220,585,29,5776,0.004996,0.899225,0.994475,0.899225,0.005525,0.944454,0.45211,1.98895,1
6087,5219,586,29,5776,0.004996,0.899053,0.994474,0.899053,0.005526,0.944359,0.452024,1.988948,1
6088,5218,587,29,5776,0.004996,0.89888,0.994473,0.89888,0.005527,0.944263,0.451938,1.988946,1
6089,5218,587,28,5777,0.004823,0.89888,0.994663,0.89888,0.005337,0.944349,0.451852,1.989325,1
6090,5217,588,28,5777,0.004823,0.898708,0.994662,0.898708,0.005338,0.944253,0.451766,1.989323,1
6091,5217,588,27,5778,0.004651,0.898708,0.994851,0.898708,0.005149,0.944339,0.45168,1.989703,1
6092,5216,589,27,5778,0.004651,0.898536,0.99485,0.898536,0.00515,0.944243,0.451593,1.989701,1
6093,5215,590,27,5778,0.004651,0.898363,0.994849,0.898363,0.005151,0.944148,0.451507,1.989699,1
6094,5214,591,27,5778,0.004651,0.898191,0.994848,0.898191,0.005152,0.944052,0.451421,1.989697,1
6095,5213,592,27,5778,0.004651,0.898019,0.994847,0.898019,0.005153,0.943957,0.451335,1.989695,1
6096,5212,593,27,5778,0.004651,0.897847,0.994846,0.897847,0.005154,0.943861,0.451249,1.989693,1
6097,5211,594,27,5778,0.004651,0.897674,0.994845,0.897674,0.005155,0.943765,0.451163,1.989691,1
6098,5210,595,27,5778,0.004651,0.897502,0.994844,0.897502,0.005156,0.94367,0.451077,1.989689,1
6099,5209,596,27,5778,0.004651,0.89733,0.994843,0.89733,0.005157,0.943574,0.450991,1.989687,1
6100,5208,597,27,5778,0.004651,0.897158,0.994842,0.897158,0.005158,0.943478,0.450904,1.989685,1
6101,5207,598,27,5778,0.004651,0.896985,0.994841,0.896985,0.005159,0.943383,0.450818,1.989683,1
6102,5206,599,27,5778,0.004651,0.896813,0.99484,0.896813,0.00516,0.943287,0.450732,1.989681,1
6103,5205,600,27,5778,0.004651,0.896641,0.994839,0.896641,0.005161,0.943191,0.450646,1.989679,1
6104,5204,601,27,5778,0.004651,0.896469,0.994838,0.896469,0.005162,0.943095,0.45056,1.989677,1
6105,5203,602,27,5778,0.004651,0.896296,0.994837,0.896296,0.005163,0.943,0.450474,1.989675,1
6106,5202,603,27,5778,0.004651,0.896124,0.994836,0.896124,0.005164,0.942904,0.450388,1.989673,1
6107,5201,604,27,5778,0.004651,0.895952,0.994836,0.895952,0.005164,0.942808,0.450301,1.989671,1
6108,5200,605,27,5778,0.004651,0.89578,0.994835,0.89578,0.005165,0.942712,0.450215,1.989669,1
6109,5199,606,27,5778,0.004651,0.895607,0.994834,0.895607,0.005166,0.942616,0.450129,1.989667,1
6110,5198,607,27,5778,0.004651,0.895435,0.994833,0.895435,0.005167,0.94252,0.450043,1.989665,1
6111,5197,608,27,5778,0.004651,0.895263,0.994832,0.895263,0.005168,0.942425,0.449957,1.989663,1
6112,5196,609,27,5778,0.004651,0.89509,0.994831,0.89509,0.005169,0.942329,0.449871,1.989661,1
6113,5195,610,27,5778,0.004651,0.894918,0.99483,0.894918,0.00517,0.942233,0.449785,1.989659,1
6114,5194,611,27,5778,0.004651,0.894746,0.994829,0.894746,0.005171,0.942137,0.449699,1.989657,1
6115,5193,612,27,5778,0.004651,0.894574,0.994828,0.894574,0.005172,0.942041,0.449612,1.989655,1
6116,5192,613,27,5778,0.004651,0.894401,0.994827,0.894401,0.005173,0.941945,0.449526,1.989653,1
6117,5191,614,27,5778,0.004651,0.894229,0.994826,0.894229,0.005174,0.941849,0.44944,1.989651,1
6118,5190,615,27,5778,0.004651,0.894057,0.994825,0.894057,0.005175,0.941753,0.449354,1.989649,1
6119,5189,616,27,5778,0.004651,0.893885,0.994824,0.893885,0.005176,0.941657,0.449268,1.989647,1
6120,5188,617,27,5778,0.004651,0.893712,0.994823,0.893712,0.005177,0.941561,0.449182,1.989645,1
6121,5187,618,27,5778,0.004651,0.89354,0.994822,0.89354,0.005178,0.941465,0.449096,1.989643,1
6122,5186,619,27,5778,0.004651,0.893368,0.994821,0.893368,0.005179,0.941369,0.449009,1.989641,1
6123,5185,620,27,5778,0.004651,0.893196,0.99482,0.893196,0.00518,0.941273,0.448923,1.989639,1
6124,5184,621,27,5778,0.004651,0.893023,0.994819,0.893023,0.005181,0.941176,0.448837,1.989637,1
6125,5183,622,27,5778,0.004651,0.892851,0.994818,0.892851,0.005182,0.94108,0.448751,1.989635,1
6126,5182,623,27,5778,0.004651,0.892679,0.994817,0.892679,0.005183,0.940984,0.448665,1.989633,1
6127,5181,624,27,5778,0.004651,0.892506,0.994816,0.892506,0.005184,0.940888,0.448579,1.989631,1
6128,5180,625,27,5778,0.004651,0.892334,0.994815,0.892334,0.005185,0.940792,0.448493,1.989629,1
6129,5179,626,27,5778,0.004651,0.892162,0.994814,0.892162,0.005186,0.940696,0.448407,1.989627,1
6130,5178,627,27,5778,0.004651,0.89199,0.994813,0.89199,0.005187,0.940599,0.44832,1.989625,1
6131,5177,628,27,5778,0.004651,0.891817,0.994812,0.891817,0.005188,0.940503,0.448234,1.989623,1
6132,5176,629,27,5778,0.004651,0.891645,0.994811,0.891645,0.005189,0.940407,0.448148,1.989621,1
6133,5175,630,27,5778,0.004651,0.891473,0.99481,0.891473,0.00519,0.940311,0.448062,1.989619,1
6134,5174,631,27,5778,0.004651,0.891301,0.994809,0.891301,0.005191,0.940214,0.447976,1.989617,1
6135,5173,632,27,5778,0.004651,0.891128,0.994808,0.891128,0.005192,0.940118,0.44789,1.989615,1
6136,5172,633,27,5778,0.004651,0.890956,0.994807,0.890956,0.005193,0.940022,0.447804,1.989613,1
6137,5171,634,27,5778,0.004651,0.890784,0.994806,0.890784,0.005194,0.939925,0.447717,1.989611,1
6138,5170,635,27,5778,0.004651,0.890612,0.994805,0.890612,0.005195,0.939829,0.447631,1.989609,1
6139,5169,636,27,5778,0.004651,0.890439,0.994804,0.890439,0.005196,0.939733,0.447545,1.989607,1
6140,5168,637,27,5778,0.004651,0.890267,0.994803,0.890267,0.005197,0.939636,0.447459,1.989605,1
6141,5167,638,27,5778,0.004651,0.890095,0.994802,0.890095,0.005198,0.93954,0.447373,1.989603,1
6142,5166,639,27,5778,0.004651,0.889922,0.994801,0.889922,0.005199,0.939444,0.447287,1.989601,1
6143,5165,640,27,5778,0.004651,0.88975,0.9948,0.88975,0.0052,0.939347,0.447201,1.989599,1
6144,5164,641,27,5778,0.004651,0.889578,0.994799,0.889578,0.005201,0.939251,0.447115,1.989597,1
6145,5163,642,27,5778,0.004651,0.889406,0.994798,0.889406,0.005202,0.939154,0.447028,1.989595,1
6146,5162,643,27,5778,0.004651,0.889233,0.994797,0.889233,0.005203,0.939058,0.446942,1.989593,1
6147,5161,644,27,5778,0.004651,0.889061,0.994796,0.889061,0.005204,0.938961,0.446856,1.989591,1
6148,5160,645,27,5778,0.004651,0.888889,0.994795,0.888889,0.005205,0.938865,0.44677,1.989589,1
6149,5159,646,27,5778,0.004651,0.888717,0.994794,0.888717,0.005206,0.938768,0.446684,1.989587,1
6150,5158,647,27,5778,0.004651,0.888544,0.994793,0.888544,0.005207,0.938672,0.446598,1.989585,1
6151,5157,648,27,5778,0.004651,0.888372,0.994792,0.888372,0.005208,0.938575,0.446512,1.989583,1
6152,5156,649,27,5778,0.004651,0.8882,0.994791,0.8882,0.005209,0.938478,0.446425,1.989581,1
6153,5155,650,27,5778,0.004651,0.888028,0.99479,0.888028,0.00521,0.938382,0.446339,1.989579,1
6154,5154,651,27,5778,0.004651,0.887855,0.994789,0.887855,0.005211,0.938285,0.446253,1.989577,1
6155,5153,652,27,5778,0.004651,0.887683,0.994788,0.887683,0.005212,0.938188,0.446167,1.989575,1
6156,5152,653,27,5778,0.004651,0.887511,0.994787,0.887511,0.005213,0.938092,0.446081,1.989573,1
6157,5151,654,27,5778,0.004651,0.887339,0.994786,0.887339,0.005214,0.937995,0.445995,1.989571,1
6158,5150,655,27,5778,0.004651,0.887166,0.994785,0.887166,0.005215,0.937898,0.445909,1.989569,1
6159,5149,656,27,5778,0.004651,0.886994,0.994784,0.886994,0.005216,0.937802,0.445823,1.989567,1
6160,5148,657,27,5778,0.004651,0.886822,0.994783,0.886822,0.005217,0.937705,0.445736,1.989565,1
6161,5147,658,27,5778,0.004651,0.886649,0.994782,0.886649,0.005218,0.937608,0.44565,1.989563,1
6162,5146,659,27,5778,0.004651,0.886477,0.994781,0.886477,0.005219,0.937511,0.445564,1.989561,1
6163,5145,660,27,5778,0.004651,0.886305,0.99478,0.886305,0.00522,0.937415,0.445478,1.989559,1
6164,5144,661,27,5778,0.004651,0.886133,0.994779,0.886133,0.005221,0.937318,0.445392,1.989557,1
6165,5143,662,27,5778,0.004651,0.88596,0.994778,0.88596,0.005222,0.937221,0.445306,1.989555,1
6166,5142,663,27,5778,0.004651,0.885788,0.994777,0.885788,0.005223,0.937124,0.44522,1.989553,1
6167,5141,664,27,5778,0.004651,0.885616,0.994776,0.885616,0.005224,0.937027,0.445134,1.989551,1
6168,5141,664,26,5779,0.004479,0.885616,0.994968,0.885616,0.005032,0.937113,0.445047,1.989936,1
6169,5140,665,26,5779,0.004479,0.885444,0.994967,0.885444,0.005033,0.937016,0.444961,1.989934,1
6170,5139,666,26,5779,0.004479,0.885271,0.994966,0.885271,0.005034,0.936919,0.444875,1.989932,1
6171,5138,667,26,5779,0.004479,0.885099,0.994965,0.885099,0.005035,0.936822,0.444789,1.98993,1
6172,5137,668,26,5779,0.004479,0.884927,0.994964,0.884927,0.005036,0.936725,0.444703,1.989928,1
6173,5137,668,25,5780,0.004307,0.884927,0.995157,0.884927,0.004843,0.93681,0.444617,1.990314,1
6174,5136,669,25,5780,0.004307,0.884755,0.995156,0.884755,0.004844,0.936713,0.444531,1.990312,1
6175,5135,670,25,5780,0.004307,0.884582,0.995155,0.884582,0.004845,0.936617,0.444444,1.99031,1
6176,5134,671,25,5780,0.004307,0.88441,0.995154,0.88441,0.004846,0.93652,0.444358,1.990308,1
6177,5133,672,25,5780,0.004307,0.884238,0.995153,0.884238,0.004847,0.936423,0.444272,1.990306,1
6178,5132,673,25,5780,0.004307,0.884065,0.995152,0.884065,0.004848,0.936325,0.444186,1.990304,1
6179,5131,674,25,5780,0.004307,0.883893,0.995151,0.883893,0.004849,0.936228,0.4441,1.990303,1
6180,5130,675,25,5780,0.004307,0.883721,0.99515,0.883721,0.00485,0.936131,0.444014,1.990301,1
6181,5129,676,25,5780,0.004307,0.883549,0.995149,0.883549,0.004851,0.936034,0.443928,1.990299,1
6182,5128,677,25,5780,0.004307,0.883376,0.995148,0.883376,0.004852,0.935937,0.443842,1.990297,1
6183,5127,678,25,5780,0.004307,0.883204,0.995148,0.883204,0.004852,0.93584,0.443755,1.990295,1
6184,5126,679,25,5780,0.004307,0.883032,0.995147,0.883032,0.004853,0.935743,0.443669,1.990293,1
6185,5125,680,25,5780,0.004307,0.88286,0.995146,0.88286,0.004854,0.935646,0.443583,1.990291,1
6186,5124,681,25,5780,0.004307,0.882687,0.995145,0.882687,0.004855,0.935549,0.443497,1.990289,1
6187,5123,682,25,5780,0.004307,0.882515,0.995144,0.882515,0.004856,0.935451,0.443411,1.990287,1
6188,5123,682,24,5781,0.004134,0.882515,0.995337,0.882515,0.004663,0.935537,0.443325,1.990674,1
6189,5122,683,24,5781,0.004134,0.882343,0.995336,0.882343,0.004664,0.93544,0.443239,1.990672,1
6190,5121,684,24,5781,0.004134,0.882171,0.995335,0.882171,0.004665,0.935342,0.443152,1.990671,1
6191,5120,685,24,5781,0.004134,0.881998,0.995334,0.881998,0.004666,0.935245,0.443066,1.990669,1
6192,5119,686,24,5781,0.004134,0.881826,0.995333,0.881826,0.004667,0.935148,0.44298,1.990667,1
6193,5118,687,24,5781,0.004134,0.881654,0.995333,0.881654,0.004667,0.935051,0.442894,1.990665,1
6194,5117,688,24,5781,0.004134,0.881481,0.995332,0.881481,0.004668,0.934953,0.442808,1.990663,1
6195,5116,689,24,5781,0.004134,0.881309,0.995331,0.881309,0.004669,0.934856,0.442722,1.990661,1
6196,5116,689,23,5782,0.003962,0.881309,0.995524,0.881309,0.004476,0.934942,0.442636,1.991049,1
6197,5115,690,23,5782,0.003962,0.881137,0.995524,0.881137,0.004476,0.934844,0.44255,1.991047,1
6198,5114,691,23,5782,0.003962,0.880965,0.995523,0.880965,0.004477,0.934747,0.442463,1.991045,1
6199,5113,692,23,5782,0.003962,0.880792,0.995522,0.880792,0.004478,0.934649,0.442377,1.991044,1
6200,5112,693,23,5782,0.003962,0.88062,0.995521,0.88062,0.004479,0.934552,0.442291,1.991042,1
6201,5112,693,22,5783,0.00379,0.88062,0.995715,0.88062,0.004285,0.934638,0.442205,1.99143,1
6202,5111,694,22,5783,0.00379,0.880448,0.995714,0.880448,0.004286,0.93454,0.442119,1.991428,1
6203,5110,695,22,5783,0.00379,0.880276,0.995713,0.880276,0.004287,0.934443,0.442033,1.991426,1
6204,5109,696,22,5783,0.00379,0.880103,0.995712,0.880103,0.004288,0.934345,0.441947,1.991425,1
6205,5108,697,22,5783,0.00379,0.879931,0.995712,0.879931,0.004288,0.934248,0.44186,1.991423,1
6206,5107,698,22,5783,0.00379,0.879759,0.995711,0.879759,0.004289,0.93415,0.441774,1.991421,1
6207,5106,699,22,5783,0.00379,0.879587,0.99571,0.879587,0.00429,0.934053,0.441688,1.99142,1
6208,5105,700,22,5783,0.00379,0.879414,0.995709,0.879414,0.004291,0.933955,0.441602,1.991418,1
6209,5104,701,22,5783,0.00379,0.879242,0.995708,0.879242,0.004292,0.933858,0.441516,1.991416,1
6210,5103,702,22,5783,0.00379,0.87907,0.995707,0.87907,0.004293,0.93376,0.44143,1.991415,1
6211,5102,703,22,5783,0.00379,0.878898,0.995706,0.878898,0.004294,0.933663,0.441344,1.991413,1
6212,5101,704,22,5783,0.00379,0.878725,0.995706,0.878725,0.004294,0.933565,0.441258,1.991411,1
6213,5100,705,22,5783,0.00379,0.878553,0.995705,0.878553,0.004295,0.933468,0.441171,1.99141,1
6214,5099,706,22,5783,0.00379,0.878381,0.995704,0.878381,0.004296,0.93337,0.441085,1.991408,1
6215,5098,707,22,5783,0.00379,0.878208,0.995703,0.878208,0.004297,0.933272,0.440999,1.991406,1
6216,5097,708,22,5783,0.00379,0.878036,0.995702,0.878036,0.004298,0.933175,0.440913,1.991405,1
6217,5096,709,22,5783,0.00379,0.877864,0.995701,0.877864,0.004299,0.933077,0.440827,1.991403,1
6218,5095,710,22,5783,0.00379,0.877692,0.995701,0.877692,0.004299,0.932979,0.440741,1.991401,1
6219,5094,711,22,5783,0.00379,0.877519,0.9957,0.877519,0.0043,0.932882,0.440655,1.9914,1
6220,5093,712,22,5783,0.00379,0.877347,0.995699,0.877347,0.004301,0.932784,0.440568,1.991398,1
6221,5092,713,22,5783,0.00379,0.877175,0.995698,0.877175,0.004302,0.932686,0.440482,1.991396,1
6222,5091,714,22,5783,0.00379,0.877003,0.995697,0.877003,0.004303,0.932588,0.440396,1.991394,1
6223,5090,715,22,5783,0.00379,0.87683,0.995696,0.87683,0.004304,0.932491,0.44031,1.991393,1
6224,5089,716,22,5783,0.00379,0.876658,0.995696,0.876658,0.004304,0.932393,0.440224,1.991391,1
6225,5088,717,22,5783,0.00379,0.876486,0.995695,0.876486,0.004305,0.932295,0.440138,1.991389,1
6226,5087,718,22,5783,0.00379,0.876314,0.995694,0.876314,0.004306,0.932197,0.440052,1.991388,1
6227,5086,719,22,5783,0.00379,0.876141,0.995693,0.876141,0.004307,0.932099,0.439966,1.991386,1
6228,5085,720,22,5783,0.00379,0.875969,0.995692,0.875969,0.004308,0.932001,0.439879,1.991384,1
6229,5084,721,22,5783,0.00379,0.875797,0.995691,0.875797,0.004309,0.931904,0.439793,1.991383,1
6230,5083,722,22,5783,0.00379,0.875624,0.99569,0.875624,0.00431,0.931806,0.439707,1.991381,1
6231,5082,723,22,5783,0.00379,0.875452,0.99569,0.875452,0.00431,0.931708,0.439621,1.991379,1
6232,5081,724,22,5783,0.00379,0.87528,0.995689,0.87528,0.004311,0.93161,0.439535,1.991378,1
6233,5080,725,22,5783,0.00379,0.875108,0.995688,0.875108,0.004312,0.931512,0.439449,1.991376,1
6234,5079,726,22,5783,0.00379,0.874935,0.995687,0.874935,0.004313,0.931414,0.439363,1.991374,1
6235,5078,727,22,5783,0.00379,0.874763,0.995686,0.874763,0.004314,0.931316,0.439276,1.991373,1
6236,5078,727,21,5784,0.003618,0.874763,0.995882,0.874763,0.004118,0.931401,0.43919,1.991763,1
6237,5077,728,21,5784,0.003618,0.874591,0.995881,0.874591,0.004119,0.931303,0.439104,1.991761,1
6238,5076,729,21,5784,0.003618,0.874419,0.99588,0.874419,0.00412,0.931205,0.439018,1.99176,1
